tweet_id,author_name,author_url
608310377143799810,Daily Mail,https://twitter.com/DailyMail
609297109095972864,The Wall Street Journal,https://twitter.com/WSJ
609504474621612032,Yahoo,https://twitter.com/Yahoo
609748367049105409,The Washington Post,https://twitter.com/washingtonpost
608688782821453825,CNN,https://twitter.com/CNN
609551038983475201,BuzzFeed,https://twitter.com/BuzzFeed
609447408955719681,Bleacher Report,https://twitter.com/BleacherReport
609027430624288769,Fox News,https://twitter.com/FoxNews
608229011572068352,,
609046214554755073,Fox News,https://twitter.com/FoxNews
609738211183751168,The Guardian,https://twitter.com/guardian
609762671554990080,The Independent,https://twitter.com/Independent
608980783924178945,HuffPost,https://twitter.com/HuffPost
609998126737395712,The Independent,https://twitter.com/Independent
608926452596273152,Mashable,https://twitter.com/mashable
608875876474851328,The Washington Post,https://twitter.com/washingtonpost
610173844561788928,The Guardian,https://twitter.com/guardian
608576531456249856,Daily Mail,https://twitter.com/DailyMail
609631563597389824,The Washington Post,https://twitter.com/washingtonpost
609372816568360960,BBC News (UK),https://twitter.com/BBCNews
609425861561962496,,
608658774769958912,NBC News,https://twitter.com/NBCNews
609396415681445888,Business Insider,https://twitter.com/BusinessInsider
609337131698229249,CNN,https://twitter.com/CNN
610152342521028609,The Guardian,https://twitter.com/guardian
608315579913629696,BuzzFeed,https://twitter.com/BuzzFeed
609417622485139456,The New York Times,https://twitter.com/nytimes
609066076282867712,BuzzFeed,https://twitter.com/BuzzFeed
609507025555357696,BuzzFeed,https://twitter.com/BuzzFeed
609141582290292736,Yahoo,https://twitter.com/Yahoo
607867811352969216,NBC News,https://twitter.com/NBCNews
609535458863882240,BBC News (UK),https://twitter.com/BBCNews
609518871779889152,Mashable,https://twitter.com/mashable
610065075462930432,CNN,https://twitter.com/CNN
609890265306910720,The New York Times,https://twitter.com/nytimes
607974158765400065,The Telegraph,https://twitter.com/Telegraph
609680396956094464,HuffPost,https://twitter.com/HuffPost
610149872059195392,The Independent,https://twitter.com/Independent
609045959062896642,Yahoo,https://twitter.com/Yahoo
608390359023026178,CNN,https://twitter.com/CNN
609204522263650304,The Washington Post,https://twitter.com/washingtonpost
608294260027346944,Bleacher Report,https://twitter.com/BleacherReport
609780343680409600,NBC News,https://twitter.com/NBCNews
609220830501933056,ESPN,https://twitter.com/espn
610025386852810752,Fox News,https://twitter.com/FoxNews
608838825918332930,ABC News,https://twitter.com/ABC
609847126097530880,Business Insider,https://twitter.com/BusinessInsider
609722272824356865,The New York Times,https://twitter.com/nytimes
609426219306745856,The New York Times,https://twitter.com/nytimes
608831302490415106,ABC News,https://twitter.com/ABC
609581937548615680,Fox News,https://twitter.com/FoxNews
609204644221423616,Daily Mail,https://twitter.com/DailyMail
609246844749803520,BBC News (UK),https://twitter.com/BBCNews
608544822383792128,The Wall Street Journal,https://twitter.com/WSJ
609486085987680256,The Washington Post,https://twitter.com/washingtonpost
608739280559722498,NBC News,https://twitter.com/NBCNews
608749345731674112,NBC News,https://twitter.com/NBCNews
610171029575610369,Mashable,https://twitter.com/mashable
608407227473502208,NBC News,https://twitter.com/NBCNews
608203075459891200,CNN,https://twitter.com/CNN
607951390724341760,Bleacher Report,https://twitter.com/BleacherReport
609854038688038912,HuffPost,https://twitter.com/HuffPost
609120651895558144,Daily Mail,https://twitter.com/DailyMail
609120937263300608,Yahoo,https://twitter.com/Yahoo
608434922840162305,ABC News,https://twitter.com/ABC
608793539556708352,ABC News,https://twitter.com/ABC
608461361748828162,The New York Times,https://twitter.com/nytimes
608734414546284544,The New York Times,https://twitter.com/nytimes
608071418585214976,CNN,https://twitter.com/CNN
607836751726563328,CNN,https://twitter.com/CNN
609138853375406080,Fox News,https://twitter.com/FoxNews
610037731935285248,The New York Times,https://twitter.com/nytimes
608272113741533184,Mashable,https://twitter.com/mashable
608932641207934976,NBC News,https://twitter.com/NBCNews
609186132375416832,ABC News,https://twitter.com/ABC
609247701411217408,The Guardian,https://twitter.com/guardian
608347443823017987,Daily Mail,https://twitter.com/DailyMail
608856211795156993,HuffPost,https://twitter.com/HuffPost
610035478432067584,The Telegraph,https://twitter.com/Telegraph
608203134087921664,CNN,https://twitter.com/CNN
609443836037873664,HuffPost,https://twitter.com/HuffPost
609342424889081856,NBC News,https://twitter.com/NBCNews
609326598358220800,Daily Mail,https://twitter.com/DailyMail
608170448807952386,The New York Times,https://twitter.com/nytimes
607869505004400640,Daily Mail,https://twitter.com/DailyMail
607994015955316736,BBC News (UK),https://twitter.com/BBCNews
609223895531540481,The Guardian,https://twitter.com/guardian
609417423809302528,The Wall Street Journal,https://twitter.com/WSJ
608502622983720960,The Wall Street Journal,https://twitter.com/WSJ
609276653928361984,NBC News,https://twitter.com/NBCNews
609517182532362241,NBC News,https://twitter.com/NBCNews
608291519347486721,NBC News,https://twitter.com/NBCNews
608807876308676609,ESPN,https://twitter.com/espn
609973847996108800,The Guardian,https://twitter.com/guardian
608665805178339328,Fox News,https://twitter.com/FoxNews
610039839816294400,The Independent,https://twitter.com/Independent
610052516194217985,NBC News,https://twitter.com/NBCNews
608680091283881986,Fox News,https://twitter.com/FoxNews
609868855863844864,The Wall Street Journal,https://twitter.com/WSJ
609451868633198592,HuffPost,https://twitter.com/HuffPost
610040226178859009,The Independent,https://twitter.com/Independent
609348103389487104,Yahoo,https://twitter.com/Yahoo
609557666138996736,,
609329546215591937,Fox News,https://twitter.com/FoxNews
608108610267324417,The Washington Post,https://twitter.com/washingtonpost
609744129879191553,Fox News,https://twitter.com/FoxNews
609019270438223872,The Wall Street Journal,https://twitter.com/WSJ
609007549094985728,CNN,https://twitter.com/CNN
609005648727175170,BuzzFeed,https://twitter.com/BuzzFeed
608692276458614784,,
609122496168755201,CNN,https://twitter.com/CNN
609424363360768001,The Washington Post,https://twitter.com/washingtonpost
607865098078720000,Mashable,https://twitter.com/mashable
609769482513420289,The New York Times,https://twitter.com/nytimes
608332843408687104,The Telegraph,https://twitter.com/Telegraph
609476770509815808,CNN,https://twitter.com/CNN
609325546011385859,BuzzFeed,https://twitter.com/BuzzFeed
607985528034557952,ESPN,https://twitter.com/espn
608584227811172353,The Wall Street Journal,https://twitter.com/WSJ
609108031687630848,BuzzFeed,https://twitter.com/BuzzFeed
608674493456748545,Yahoo,https://twitter.com/Yahoo
608881276049829889,The Washington Post,https://twitter.com/washingtonpost
